index,courseCode,studyPeriod,academicYear,teacherId,assignedHours,courseInstance,Course code_y,reportedHours
7167,1221,2.0,2013-2014,19750102-0059,140.0,I-2857,I-2857,144.0
7168,1221,2.0,2013-2014,19931212-0079,120.0,I-2857,I-2857,113.0
7169,1173,1.0,2013-2014,19650303-0019,240.0,I-2858,I-2858,228.0
7170,1173,1.0,2013-2014,19750512-0043,120.0,I-2858,I-2858,114.0
7171,1136,1.0,2013-2014,19610918-0027,280.0,I-2859,I-2859,283.0
7172,1136,1.0,2013-2014,19761009-0055,120.0,I-2859,I-2859,140.0
7173,1136,1.0,2013-2014,19920828-0070,120.0,I-2859,I-2859,139.0
7174,1080,3.0,2013-2014,19600529-0021,240.0,I-2860,I-2860,232.0
7175,1080,3.0,2013-2014,19781125-0031,120.0,I-2860,I-2860,129.0
7176,1036,3.0,2013-2014,19561222-0030,240.0,I-2861,I-2861,229.0
7177,1036,3.0,2013-2014,19750220-0037,100.0,I-2861,I-2861,85.0
7178,1036,3.0,2013-2014,19921123-0108,120.0,I-2861,I-2861,124.0
7179,1255,1.0,2014-2015,19600905-0003,240.0,I-2862,I-2862,230.0
7180,1255,1.0,2014-2015,19761020-0044,140.0,I-2862,I-2862,152.0
7181,1192,2.0,2014-2015,19690917-0022,280.0,I-2863,I-2863,297.0
7182,1192,2.0,2014-2015,19780317-0052,120.0,I-2863,I-2863,109.0
7183,1218,2.0,2014-2015,19620424-0026,240.0,I-2864,I-2864,227.0
7184,1218,2.0,2014-2015,19750331-0036,100.0,I-2864,I-2864,111.0
7185,1218,2.0,2014-2015,19921123-0108,140.0,I-2864,I-2864,138.0
7186,1203,1.0,2014-2015,19570615-0011,280.0,I-2865,I-2865,300.0
7187,1203,1.0,2014-2015,19760524-0046,140.0,I-2865,I-2865,152.0
7188,1203,1.0,2014-2015,19930709-0100,100.0,I-2865,I-2865,99.0
7189,1064,1.0,2014-2015,19630126-0001,240.0,I-2866,I-2866,244.0
7190,1064,1.0,2014-2015,19750705-0033,120.0,I-2866,I-2866,100.0
7191,1041,2.0,2014-2015,19570826-0012,280.0,I-2867,I-2867,288.0
7192,1041,2.0,2014-2015,19761024-0034,100.0,I-2867,I-2867,90.0
7193,1256,4.0,2014-2015,19561222-0030,260.0,I-2868,I-2868,267.0
7194,1256,4.0,2014-2015,19750102-0059,120.0,I-2868,I-2868,105.0
7195,1126,1.0,2014-2015,19630126-0001,260.0,I-2869,I-2869,247.0
7196,1126,1.0,2014-2015,19760108-0050,120.0,I-2869,I-2869,133.0
7197,1126,1.0,2014-2015,19920217-0098,100.0,I-2869,I-2869,82.0
7198,1125,1.0,2014-2015,19600529-0021,260.0,I-2870,I-2870,267.0
7199,1125,1.0,2014-2015,19750705-0033,140.0,I-2870,I-2870,160.0
7200,1103,4.0,2014-2015,19570826-0012,260.0,I-2871,I-2871,266.0
7201,1103,4.0,2014-2015,19760524-0046,120.0,I-2871,I-2871,120.0
7202,1039,1.0,2014-2015,19560812-0016,280.0,I-2872,I-2872,264.0
7203,1039,1.0,2014-2015,19780815-0047,100.0,I-2872,I-2872,117.0
7204,1039,1.0,2014-2015,19900902-0090,100.0,I-2872,I-2872,115.0
7205,1124,4.0,2015-2016,19620424-0026,260.0,I-2873,I-2873,280.0
7206,1124,4.0,2015-2016,19781125-0031,120.0,I-2873,I-2873,123.0
7207,1117,3.0,2015-2016,19690408-0009,260.0,I-2874,I-2874,279.0
7208,1117,3.0,2015-2016,19790702-0038,120.0,I-2874,I-2874,117.0
7209,1105,1.0,2015-2016,19640220-0029,280.0,I-2875,I-2875,281.0
7210,1105,1.0,2015-2016,19780602-0035,120.0,I-2875,I-2875,106.0
7211,1066,3.0,2015-2016,19560705-0025,280.0,I-2876,I-2876,289.0
7212,1066,3.0,2015-2016,19750102-0059,120.0,I-2876,I-2876,117.0
7213,1051,2.0,2015-2016,19640414-0013,240.0,I-2877,I-2877,248.0
7214,1051,2.0,2015-2016,19760524-0046,100.0,I-2877,I-2877,101.0
7215,1247,4.0,2015-2016,19610918-0027,260.0,I-2878,I-2878,270.0
7216,1247,4.0,2015-2016,19770224-0058,100.0,I-2878,I-2878,86.0
7217,1222,1.0,2015-2016,19570828-0008,240.0,I-2879,I-2879,225.0
7218,1222,1.0,2015-2016,19771013-0040,120.0,I-2879,I-2879,109.0
7219,1161,2.0,2015-2016,19630126-0001,260.0,I-2880,I-2880,260.0
7220,1161,2.0,2015-2016,19760524-0046,140.0,I-2880,I-2880,127.0
7221,1047,3.0,2015-2016,19590129-0004,240.0,I-2881,I-2881,232.0
7222,1047,3.0,2015-2016,19760108-0050,120.0,I-2881,I-2881,138.0
7223,1047,3.0,2015-2016,19900201-0074,100.0,I-2881,I-2881,89.0
7224,1041,3.0,2015-2016,19600814-0002,280.0,I-2882,I-2882,275.0
7225,1041,3.0,2015-2016,19790618-0048,100.0,I-2882,I-2882,97.0
7226,1041,3.0,2015-2016,19920206-0072,100.0,I-2882,I-2882,96.0
7227,1107,4.0,2016-2017,19690513-0015,280.0,I-2883,I-2883,260.0
7228,1107,4.0,2016-2017,19790717-0045,140.0,I-2883,I-2883,128.0
7229,1107,4.0,2016-2017,19910514-0068,100.0,I-2883,I-2883,105.0
7230,1225,1.0,2016-2017,19610918-0027,260.0,I-2884,I-2884,273.0
7231,1225,1.0,2016-2017,19750220-0037,140.0,I-2884,I-2884,143.0
7232,1008,3.0,2016-2017,19610918-0027,280.0,I-2885,I-2885,262.0
7233,1008,3.0,2016-2017,19761024-0034,120.0,I-2885,I-2885,135.0
7234,1245,2.0,2016-2017,19650303-0019,240.0,I-2886,I-2886,260.0
7235,1245,2.0,2016-2017,19750722-0060,100.0,I-2886,I-2886,96.0
7236,1245,2.0,2016-2017,19900211-0140,100.0,I-2886,I-2886,113.0
7237,1136,2.0,2016-2017,19640414-0013,240.0,I-2887,I-2887,259.0
7238,1136,2.0,2016-2017,19780815-0047,140.0,I-2887,I-2887,158.0
7239,1136,2.0,2016-2017,19900430-0112,100.0,I-2887,I-2887,82.0
7240,1112,1.0,2016-2017,19561222-0030,240.0,I-2888,I-2888,254.0
7241,1112,1.0,2016-2017,19761020-0044,140.0,I-2888,I-2888,153.0
7242,1112,1.0,2016-2017,19900124-0064,100.0,I-2888,I-2888,118.0
7243,1052,1.0,2016-2017,19570826-0012,240.0,I-2889,I-2889,231.0
7244,1052,1.0,2016-2017,19790708-0041,100.0,I-2889,I-2889,112.0
7245,1052,1.0,2016-2017,19931118-0062,100.0,I-2889,I-2889,97.0
7246,1048,4.0,2016-2017,19601021-0018,240.0,I-2890,I-2890,251.0
7247,1048,4.0,2016-2017,19750220-0037,140.0,I-2890,I-2890,151.0
7248,1048,4.0,2016-2017,19901108-0087,120.0,I-2890,I-2890,134.0
7249,1033,3.0,2016-2017,19590129-0004,280.0,I-2891,I-2891,264.0
7250,1033,3.0,2016-2017,19750705-0033,120.0,I-2891,I-2891,112.0
7251,1120,1.0,2017-2018,19560705-0025,240.0,I-2892,I-2892,242.0
7252,1120,1.0,2017-2018,19780424-0057,100.0,I-2892,I-2892,81.0
7253,1008,4.0,2017-2018,19590129-0004,240.0,I-2893,I-2893,225.0
7254,1008,4.0,2017-2018,19780602-0035,120.0,I-2893,I-2893,106.0
7255,1273,4.0,2017-2018,19690408-0009,240.0,I-2894,I-2894,237.0
7256,1273,4.0,2017-2018,19750906-0032,100.0,I-2894,I-2894,94.0
7257,1273,4.0,2017-2018,19930221-0139,140.0,I-2894,I-2894,132.0
7258,1196,4.0,2017-2018,19600814-0002,280.0,I-2895,I-2895,299.0
7259,1196,4.0,2017-2018,19790618-0048,120.0,I-2895,I-2895,128.0
7260,1196,4.0,2017-2018,19911025-0091,120.0,I-2895,I-2895,126.0
7261,1075,1.0,2017-2018,19611219-0014,260.0,I-2896,I-2896,270.0
7262,1075,1.0,2017-2018,19761009-0055,140.0,I-2896,I-2896,139.0
7263,1073,1.0,2017-2018,19660630-0020,260.0,I-2897,I-2897,245.0
7264,1073,1.0,2017-2018,19750705-0033,120.0,I-2897,I-2897,110.0
7265,1073,1.0,2017-2018,19900426-0089,120.0,I-2897,I-2897,108.0
7266,1291,4.0,2017-2018,19580218-0007,240.0,I-2898,I-2898,243.0
7267,1291,4.0,2017-2018,19750722-0060,120.0,I-2898,I-2898,118.0
7268,1265,3.0,2017-2018,19560612-0010,240.0,I-2899,I-2899,235.0
7269,1265,3.0,2017-2018,19760524-0046,120.0,I-2899,I-2899,123.0
7270,1265,3.0,2017-2018,19930829-0082,120.0,I-2899,I-2899,122.0
7271,1252,2.0,2017-2018,19570615-0011,260.0,I-2900,I-2900,251.0
7272,1252,2.0,2017-2018,19780815-0047,120.0,I-2900,I-2900,132.0
7273,1252,2.0,2017-2018,19930228-0086,100.0,I-2900,I-2900,94.0
7274,1218,1.0,2017-2018,19630126-0001,280.0,I-2901,I-2901,290.0
7275,1218,1.0,2017-2018,19781130-0054,100.0,I-2901,I-2901,114.0
7276,1218,1.0,2017-2018,19930326-0132,120.0,I-2901,I-2901,131.0
7277,1154,1.0,2017-2018,19600529-0021,280.0,I-2902,I-2902,296.0
7278,1154,1.0,2017-2018,19790618-0048,120.0,I-2902,I-2902,105.0
7279,1154,1.0,2017-2018,19910206-0081,100.0,I-2902,I-2902,94.0
7280,1005,2.0,2018-2019,19620522-0023,280.0,I-2903,I-2903,296.0
7281,1005,2.0,2018-2019,19750220-0037,100.0,I-2903,I-2903,95.0
7282,1005,2.0,2018-2019,19910421-0067,120.0,I-2903,I-2903,122.0
7283,1190,2.0,2018-2019,19650303-0019,260.0,I-2904,I-2904,270.0
7284,1190,2.0,2018-2019,19750331-0036,120.0,I-2904,I-2904,133.0
7285,1111,3.0,2018-2019,19640220-0029,280.0,I-2905,I-2905,276.0
7286,1111,3.0,2018-2019,19770224-0058,140.0,I-2905,I-2905,134.0
7287,1111,3.0,2018-2019,19900430-0112,100.0,I-2905,I-2905,104.0
7288,1022,1.0,2018-2019,19561222-0030,260.0,I-2906,I-2906,265.0
7289,1022,1.0,2018-2019,19780317-0052,100.0,I-2906,I-2906,114.0
7290,1201,3.0,2018-2019,19611219-0014,240.0,I-2907,I-2907,232.0
7291,1201,3.0,2018-2019,19761020-0044,100.0,I-2907,I-2907,112.0
7292,1164,1.0,2018-2019,19610918-0027,280.0,I-2908,I-2908,276.0
7293,1164,1.0,2018-2019,19780424-0057,120.0,I-2908,I-2908,119.0
7294,1140,3.0,2018-2019,19570826-0012,280.0,I-2909,I-2909,295.0
7295,1140,3.0,2018-2019,19790708-0041,100.0,I-2909,I-2909,111.0
7296,1140,3.0,2018-2019,19900321-0080,100.0,I-2909,I-2909,107.0
7297,1129,1.0,2018-2019,19620831-0024,240.0,I-2910,I-2910,223.0
7298,1129,1.0,2018-2019,19770224-0058,100.0,I-2910,I-2910,116.0
7299,1121,2.0,2018-2019,19570828-0008,260.0,I-2911,I-2911,249.0
7300,1121,2.0,2018-2019,19750722-0060,100.0,I-2911,I-2911,104.0
7301,1121,2.0,2018-2019,19920320-0121,120.0,I-2911,I-2911,111.0
7302,1185,4.0,2019-2020,19690513-0015,240.0,I-2912,I-2912,241.0
7303,1185,4.0,2019-2020,19781130-0054,100.0,I-2912,I-2912,90.0
7304,1290,3.0,2019-2020,19680712-0028,280.0,I-2913,I-2913,260.0
7305,1290,3.0,2019-2020,19790618-0048,140.0,I-2913,I-2913,135.0
7306,1197,1.0,2019-2020,19570826-0012,240.0,I-2914,I-2914,260.0
7307,1197,1.0,2019-2020,19761009-0055,100.0,I-2914,I-2914,80.0
7308,1067,4.0,2019-2020,19560705-0025,280.0,I-2915,I-2915,260.0
7309,1067,4.0,2019-2020,19750331-0036,140.0,I-2915,I-2915,149.0
7310,1067,4.0,2019-2020,19900511-0134,100.0,I-2915,I-2915,108.0
7311,1005,3.0,2019-2020,19620831-0024,280.0,I-2916,I-2916,299.0
7312,1005,3.0,2019-2020,19780815-0047,100.0,I-2916,I-2916,109.0
7313,1005,3.0,2019-2020,19931118-0062,100.0,I-2916,I-2916,99.0
7314,1279,2.0,2019-2020,19610918-0027,260.0,I-2917,I-2917,275.0
7315,1279,2.0,2019-2020,19790708-0041,140.0,I-2917,I-2917,149.0
7316,1276,2.0,2019-2020,19610918-0027,240.0,I-2918,I-2918,239.0
7317,1276,2.0,2019-2020,19780424-0057,120.0,I-2918,I-2918,125.0
7318,1191,4.0,2019-2020,19600905-0003,280.0,I-2919,I-2919,270.0
7319,1191,4.0,2019-2020,19781130-0054,140.0,I-2919,I-2919,154.0
7320,1191,4.0,2019-2020,19900321-0080,100.0,I-2919,I-2919,117.0
7321,1136,2.0,2019-2020,19560705-0025,240.0,I-2920,I-2920,225.0
7322,1136,2.0,2019-2020,19750906-0032,120.0,I-2920,I-2920,102.0
7323,1135,4.0,2019-2020,19610918-0027,280.0,I-2921,I-2921,278.0
7324,1135,4.0,2019-2020,19770713-0042,100.0,I-2921,I-2921,109.0
7325,1055,2.0,2019-2020,19610620-0006,280.0,I-2922,I-2922,261.0
7326,1055,2.0,2019-2020,19790717-0045,120.0,I-2922,I-2922,104.0
7327,1283,1.0,2020-2021,19620424-0026,280.0,I-2923,I-2923,280.0
7328,1283,1.0,2020-2021,19750906-0032,120.0,I-2923,I-2923,103.0
7329,1290,4.0,2020-2021,19620522-0023,280.0,I-2924,I-2924,293.0
7330,1290,4.0,2020-2021,19750102-0059,100.0,I-2924,I-2924,91.0
7331,1290,4.0,2020-2021,19900619-0076,100.0,I-2924,I-2924,106.0
7332,1249,4.0,2020-2021,19620424-0026,280.0,I-2925,I-2925,279.0
7333,1249,4.0,2020-2021,19760108-0050,140.0,I-2925,I-2925,132.0
7334,1249,4.0,2020-2021,19920122-0065,140.0,I-2925,I-2925,130.0
7335,1297,4.0,2020-2021,19650303-0019,240.0,I-2926,I-2926,258.0
7336,1297,4.0,2020-2021,19761009-0055,140.0,I-2926,I-2926,158.0
7337,1297,4.0,2020-2021,19920505-0115,140.0,I-2926,I-2926,134.0
7338,1145,2.0,2020-2021,19620831-0024,280.0,I-2927,I-2927,279.0
7339,1145,2.0,2020-2021,19790702-0038,100.0,I-2927,I-2927,114.0
7340,1145,2.0,2020-2021,19930414-0106,100.0,I-2927,I-2927,107.0
7341,1092,3.0,2020-2021,19600529-0021,240.0,I-2928,I-2928,255.0
7342,1092,3.0,2020-2021,19750512-0043,120.0,I-2928,I-2928,112.0
7343,1092,3.0,2020-2021,19920122-0065,120.0,I-2928,I-2928,134.0
7344,1014,2.0,2020-2021,19660630-0020,280.0,I-2929,I-2929,297.0
7345,1014,2.0,2020-2021,19770224-0058,140.0,I-2929,I-2929,144.0
7346,1082,2.0,2021-2022,19620522-0023,260.0,I-2930,I-2930,253.0
7347,1082,2.0,2021-2022,19750417-0051,100.0,I-2930,I-2930,108.0
7348,1112,1.0,2021-2022,19660630-0020,260.0,I-2931,I-2931,270.0
7349,1112,1.0,2021-2022,19790708-0041,100.0,I-2931,I-2931,108.0
7350,1112,1.0,2021-2022,19900701-0113,120.0,I-2931,I-2931,134.0
7351,1079,4.0,2021-2022,19610918-0027,240.0,I-2932,I-2932,258.0
7352,1079,4.0,2021-2022,19790426-0049,140.0,I-2932,I-2932,154.0
7353,1230,1.0,2021-2022,19660630-0020,260.0,I-2933,I-2933,251.0
7354,1230,1.0,2021-2022,19790717-0045,140.0,I-2933,I-2933,159.0
7355,1230,1.0,2021-2022,19921123-0108,100.0,I-2933,I-2933,103.0
7356,1218,4.0,2021-2022,19560612-0010,280.0,I-2934,I-2934,262.0
7357,1218,4.0,2021-2022,19790702-0038,120.0,I-2934,I-2934,117.0
7358,1166,3.0,2021-2022,19560812-0016,260.0,I-2935,I-2935,243.0
7359,1166,3.0,2021-2022,19751018-0039,100.0,I-2935,I-2935,112.0
7360,1104,2.0,2021-2022,19560812-0016,280.0,I-2936,I-2936,272.0
7361,1104,2.0,2021-2022,19750331-0036,100.0,I-2936,I-2936,88.0
7362,1013,3.0,2021-2022,19690408-0009,280.0,I-2937,I-2937,291.0
7363,1013,3.0,2021-2022,19790618-0048,140.0,I-2937,I-2937,136.0
7364,1013,3.0,2021-2022,19921208-0097,100.0,I-2937,I-2937,111.0
7365,1244,1.0,2022-2023,19601021-0018,240.0,I-2938,I-2938,221.0
7366,1244,1.0,2022-2023,19790717-0045,100.0,I-2938,I-2938,88.0
7367,1244,1.0,2022-2023,19900511-0134,140.0,I-2938,I-2938,121.0
7368,1245,2.0,2022-2023,19690408-0009,260.0,I-2939,I-2939,260.0
7369,1245,2.0,2022-2023,19780815-0047,140.0,I-2939,I-2939,127.0
7370,1245,2.0,2022-2023,19921218-0101,140.0,I-2939,I-2939,138.0
7371,1214,1.0,2022-2023,19600529-0021,260.0,I-2940,I-2940,256.0
7372,1214,1.0,2022-2023,19780815-0047,120.0,I-2940,I-2940,101.0
7373,1214,1.0,2022-2023,19901219-0125,140.0,I-2940,I-2940,125.0
7374,1265,1.0,2022-2023,19690513-0015,280.0,I-2941,I-2941,285.0
7375,1265,1.0,2022-2023,19790717-0045,100.0,I-2941,I-2941,109.0
7376,1183,3.0,2022-2023,19611219-0014,260.0,I-2942,I-2942,267.0
7377,1183,3.0,2022-2023,19751018-0039,140.0,I-2942,I-2942,132.0
7378,1183,3.0,2022-2023,19911025-0091,100.0,I-2942,I-2942,100.0
7379,1126,4.0,2022-2023,19611219-0014,260.0,I-2943,I-2943,263.0
7380,1126,4.0,2022-2023,19750122-0056,140.0,I-2943,I-2943,133.0
7381,1126,4.0,2022-2023,19901219-0125,120.0,I-2943,I-2943,139.0
7382,1066,1.0,2022-2023,19640414-0013,280.0,I-2944,I-2944,284.0
7383,1066,1.0,2022-2023,19780424-0057,140.0,I-2944,I-2944,141.0
7384,1066,1.0,2022-2023,19900317-0083,140.0,I-2944,I-2944,147.0
7385,1051,4.0,2022-2023,19570826-0012,260.0,I-2945,I-2945,265.0
7386,1051,4.0,2022-2023,19781125-0031,100.0,I-2945,I-2945,118.0
7387,1051,4.0,2022-2023,19910122-0077,100.0,I-2945,I-2945,83.0
7388,1018,2.0,2022-2023,19570826-0012,280.0,I-2946,I-2946,268.0
7389,1018,2.0,2022-2023,19781130-0054,120.0,I-2946,I-2946,121.0
7390,1169,4.0,2023-2024,19620522-0023,240.0,I-2947,I-2947,256.0
7391,1169,4.0,2023-2024,19750331-0036,100.0,I-2947,I-2947,108.0
7392,1159,3.0,2023-2024,19560812-0016,260.0,I-2948,I-2948,252.0
7393,1159,3.0,2023-2024,19761024-0034,120.0,I-2948,I-2948,137.0
7394,1184,2.0,2023-2024,19570615-0011,260.0,I-2949,I-2949,272.0
7395,1184,2.0,2023-2024,19760524-0046,100.0,I-2949,I-2949,119.0
7396,1184,2.0,2023-2024,19900723-0126,120.0,I-2949,I-2949,132.0
7397,1133,4.0,2023-2024,19640414-0013,260.0,I-2950,I-2950,248.0
7398,1133,4.0,2023-2024,19781217-0053,100.0,I-2950,I-2950,113.0
7399,1241,2.0,2023-2024,19660630-0020,280.0,I-2951,I-2951,266.0
7400,1241,2.0,2023-2024,19780815-0047,100.0,I-2951,I-2951,105.0
7401,1241,2.0,2023-2024,19921002-0129,100.0,I-2951,I-2951,109.0
7402,1215,4.0,2023-2024,19650303-0019,240.0,I-2952,I-2952,249.0
7403,1215,4.0,2023-2024,19751018-0039,140.0,I-2952,I-2952,137.0
7404,1215,4.0,2023-2024,19930326-0132,140.0,I-2952,I-2952,151.0
7405,1197,4.0,2023-2024,19560705-0025,240.0,I-2953,I-2953,243.0
7406,1197,4.0,2023-2024,19770224-0058,100.0,I-2953,I-2953,93.0
7407,1011,2.0,2023-2024,19690917-0022,260.0,I-2954,I-2954,263.0
7408,1011,2.0,2023-2024,19780317-0052,120.0,I-2954,I-2954,134.0
7409,1011,2.0,2023-2024,19900317-0083,140.0,I-2954,I-2954,141.0
7410,1240,2.0,2013-2014,19611219-0014,260.0,I-2955,I-2955,253.0
7411,1240,2.0,2013-2014,19750722-0060,100.0,I-2955,I-2955,119.0
7412,1176,1.0,2013-2014,19560705-0025,240.0,I-2956,I-2956,229.0
7413,1176,1.0,2013-2014,19780602-0035,120.0,I-2956,I-2956,137.0
7414,1298,3.0,2013-2014,19600529-0021,240.0,I-2957,I-2957,254.0
7415,1298,3.0,2013-2014,19780317-0052,140.0,I-2957,I-2957,129.0
7416,1298,3.0,2013-2014,19911116-0069,100.0,I-2957,I-2957,107.0
7417,1247,2.0,2013-2014,19650303-0019,280.0,I-2958,I-2958,265.0
7418,1247,2.0,2013-2014,19781125-0031,140.0,I-2958,I-2958,152.0
7419,1228,4.0,2013-2014,19610918-0027,240.0,I-2959,I-2959,230.0
7420,1228,4.0,2013-2014,19751018-0039,120.0,I-2959,I-2959,109.0
7421,1026,4.0,2013-2014,19660630-0020,280.0,I-2960,I-2960,268.0
7422,1026,4.0,2013-2014,19781217-0053,140.0,I-2960,I-2960,136.0
7423,1218,3.0,2013-2014,19640220-0029,240.0,I-2961,I-2961,235.0
7424,1218,3.0,2013-2014,19780424-0057,140.0,I-2961,I-2961,138.0
7425,1218,3.0,2013-2014,19921123-0108,120.0,I-2961,I-2961,110.0
7426,1128,2.0,2013-2014,19680712-0028,240.0,I-2962,I-2962,257.0
7427,1128,2.0,2013-2014,19781130-0054,120.0,I-2962,I-2962,105.0
7428,1128,2.0,2013-2014,19900317-0083,100.0,I-2962,I-2962,81.0
7429,1087,4.0,2013-2014,19690917-0022,260.0,I-2963,I-2963,280.0
7430,1087,4.0,2013-2014,19761020-0044,120.0,I-2963,I-2963,102.0
7431,1087,4.0,2013-2014,19901219-0125,100.0,I-2963,I-2963,101.0
7432,1074,2.0,2013-2014,19620424-0026,240.0,I-2964,I-2964,226.0
7433,1074,2.0,2013-2014,19780317-0052,120.0,I-2964,I-2964,103.0
7434,1064,4.0,2013-2014,19560812-0016,260.0,I-2965,I-2965,240.0
7435,1064,4.0,2013-2014,19750220-0037,120.0,I-2965,I-2965,140.0
7436,1029,4.0,2013-2014,19640414-0013,260.0,I-2966,I-2966,273.0
7437,1029,4.0,2013-2014,19750122-0056,140.0,I-2966,I-2966,157.0
7438,1228,2.0,2014-2015,19620424-0026,240.0,I-2967,I-2967,254.0
7439,1228,2.0,2014-2015,19771013-0040,100.0,I-2967,I-2967,90.0
7440,1286,3.0,2014-2015,19560812-0016,240.0,I-2968,I-2968,225.0
7441,1286,3.0,2014-2015,19750722-0060,120.0,I-2968,I-2968,134.0
7442,1168,4.0,2014-2015,19560812-0016,280.0,I-2969,I-2969,266.0
7443,1168,4.0,2014-2015,19750906-0032,140.0,I-2969,I-2969,154.0
7444,1168,4.0,2014-2015,19920122-0065,100.0,I-2969,I-2969,104.0
7445,1156,4.0,2014-2015,19680712-0028,280.0,I-2970,I-2970,277.0
7446,1156,4.0,2014-2015,19761009-0055,100.0,I-2970,I-2970,87.0
7447,1078,3.0,2014-2015,19650303-0019,280.0,I-2971,I-2971,291.0
7448,1078,3.0,2014-2015,19750512-0043,120.0,I-2971,I-2971,126.0
7449,1257,2.0,2014-2015,19611219-0014,280.0,I-2972,I-2972,279.0
7450,1257,2.0,2014-2015,19780424-0057,120.0,I-2972,I-2972,137.0
7451,1010,1.0,2014-2015,19560705-0025,280.0,I-2973,I-2973,274.0
7452,1010,1.0,2014-2015,19750906-0032,140.0,I-2973,I-2973,159.0
7453,1009,2.0,2014-2015,19570828-0008,280.0,I-2974,I-2974,288.0
7454,1009,2.0,2014-2015,19781130-0054,100.0,I-2974,I-2974,120.0
7455,1009,2.0,2014-2015,19930616-0127,120.0,I-2974,I-2974,120.0
7456,1007,3.0,2014-2015,19640414-0013,280.0,I-2975,I-2975,280.0
7457,1007,3.0,2014-2015,19761020-0044,140.0,I-2975,I-2975,124.0
7458,1007,3.0,2014-2015,19900317-0083,100.0,I-2975,I-2975,86.0
7459,1279,4.0,2015-2016,19610918-0027,280.0,I-2976,I-2976,288.0
7460,1279,4.0,2015-2016,19750722-0060,120.0,I-2976,I-2976,136.0
7461,1224,2.0,2015-2016,19611219-0014,240.0,I-2977,I-2977,256.0
7462,1224,2.0,2015-2016,19751018-0039,120.0,I-2977,I-2977,114.0
7463,1224,2.0,2015-2016,19930919-0137,100.0,I-2977,I-2977,87.0
7464,1116,2.0,2015-2016,19640220-0029,240.0,I-2978,I-2978,254.0
7465,1116,2.0,2015-2016,19780602-0035,100.0,I-2978,I-2978,111.0
7466,1116,2.0,2015-2016,19920602-0073,120.0,I-2978,I-2978,118.0
7467,1086,1.0,2015-2016,19590129-0004,280.0,I-2979,I-2979,291.0
7468,1086,1.0,2015-2016,19790426-0049,120.0,I-2979,I-2979,131.0
7469,1023,4.0,2015-2016,19560705-0025,240.0,I-2980,I-2980,239.0
7470,1023,4.0,2015-2016,19760108-0050,120.0,I-2980,I-2980,100.0
7471,1023,4.0,2015-2016,19910403-0103,100.0,I-2980,I-2980,112.0
7472,1234,4.0,2015-2016,19600905-0003,280.0,I-2981,I-2981,265.0
7473,1234,4.0,2015-2016,19790426-0049,100.0,I-2981,I-2981,83.0
7474,1234,4.0,2015-2016,19900321-0080,140.0,I-2981,I-2981,120.0
7475,1151,2.0,2015-2016,19610620-0006,280.0,I-2982,I-2982,266.0
7476,1151,2.0,2015-2016,19781130-0054,100.0,I-2982,I-2982,100.0
7477,1128,4.0,2015-2016,19690408-0009,280.0,I-2983,I-2983,288.0
7478,1128,4.0,2015-2016,19751018-0039,100.0,I-2983,I-2983,103.0
7479,1128,4.0,2015-2016,19921201-0094,140.0,I-2983,I-2983,125.0
7480,1030,4.0,2015-2016,19570826-0012,240.0,I-2984,I-2984,258.0
7481,1030,4.0,2015-2016,19790708-0041,140.0,I-2984,I-2984,131.0
7482,1009,1.0,2015-2016,19620522-0023,240.0,I-2985,I-2985,250.0
7483,1009,1.0,2015-2016,19790426-0049,120.0,I-2985,I-2985,136.0
7484,1248,3.0,2016-2017,19570615-0011,240.0,I-2986,I-2986,260.0
7485,1248,3.0,2016-2017,19790702-0038,140.0,I-2986,I-2986,136.0
7486,1248,3.0,2016-2017,19900520-0063,120.0,I-2986,I-2986,120.0
7487,1208,3.0,2016-2017,19640220-0029,260.0,I-2987,I-2987,255.0
7488,1208,3.0,2016-2017,19781217-0053,120.0,I-2987,I-2987,115.0
7489,1159,1.0,2016-2017,19611219-0014,280.0,I-2988,I-2988,284.0
7490,1159,1.0,2016-2017,19750331-0036,140.0,I-2988,I-2988,155.0
7491,1080,2.0,2016-2017,19620831-0024,280.0,I-2989,I-2989,289.0
7492,1080,2.0,2016-2017,19780815-0047,100.0,I-2989,I-2989,84.0
7493,1080,2.0,2016-2017,19900201-0074,120.0,I-2989,I-2989,101.0
7494,1179,3.0,2016-2017,19690408-0009,280.0,I-2990,I-2990,297.0
7495,1179,3.0,2016-2017,19780602-0035,100.0,I-2990,I-2990,92.0
7496,1148,4.0,2016-2017,19580218-0007,240.0,I-2991,I-2991,251.0
7497,1148,4.0,2016-2017,19780317-0052,140.0,I-2991,I-2991,151.0
7498,1132,4.0,2016-2017,19560812-0016,260.0,I-2992,I-2992,269.0
7499,1132,4.0,2016-2017,19790426-0049,120.0,I-2992,I-2992,117.0
7500,1132,4.0,2016-2017,19930221-0139,120.0,I-2992,I-2992,130.0
7501,1085,3.0,2016-2017,19561222-0030,280.0,I-2993,I-2993,298.0
7502,1085,3.0,2016-2017,19790618-0048,100.0,I-2993,I-2993,91.0
7503,1085,3.0,2016-2017,19920826-0088,100.0,I-2993,I-2993,109.0
7504,1053,1.0,2016-2017,19630126-0001,240.0,I-2994,I-2994,241.0
7505,1053,1.0,2016-2017,19750102-0059,120.0,I-2994,I-2994,119.0
7506,1036,3.0,2016-2017,19570615-0011,260.0,I-2995,I-2995,266.0
