courseCode,studyPeriod,academicYear,teacherID,assignedHours,courseInstance,reportedHours
1134,1.0,2016-2017,19900201-0074,120.0,I-1302,127.0
1287,4.0,2016-2017,19640220-0029,280.0,I-1303,289.0
1287,4.0,2016-2017,19750102-0059,140.0,I-1303,152.0
1282,4.0,2016-2017,19650303-0019,280.0,I-1304,271.0
1282,4.0,2016-2017,19751018-0039,140.0,I-1304,146.0
1254,3.0,2016-2017,19690917-0022,240.0,I-1305,236.0
1254,3.0,2016-2017,19761020-0044,140.0,I-1305,130.0
1254,3.0,2016-2017,19920828-0070,140.0,I-1305,154.0
1255,4.0,2016-2017,19560812-0016,240.0,I-1306,241.0
1255,4.0,2016-2017,19780602-0035,140.0,I-1306,137.0
1255,4.0,2016-2017,19921123-0108,140.0,I-1306,145.0
1251,4.0,2016-2017,19690408-0009,240.0,I-1307,255.0
1251,4.0,2016-2017,19750705-0033,140.0,I-1307,150.0
1251,4.0,2016-2017,19930616-0127,140.0,I-1307,122.0
1200,1.0,2016-2017,19690408-0009,260.0,I-1308,277.0
1200,1.0,2016-2017,19771013-0040,100.0,I-1308,113.0
1200,1.0,2016-2017,19910122-0077,140.0,I-1308,139.0
1260,4.0,2017-2018,19640414-0013,260.0,I-1309,265.0
1260,4.0,2017-2018,19750220-0037,120.0,I-1309,140.0
1260,4.0,2017-2018,19931226-0118,120.0,I-1309,133.0
1203,4.0,2017-2018,19610623-0005,280.0,I-1310,266.0
1203,4.0,2017-2018,19750122-0056,140.0,I-1310,137.0
1203,4.0,2017-2018,19910927-0128,120.0,I-1310,108.0
1112,2.0,2017-2018,19630126-0001,260.0,I-1311,272.0
1112,2.0,2017-2018,19790717-0045,100.0,I-1311,109.0
1112,2.0,2017-2018,19930919-0137,140.0,I-1311,140.0
1104,4.0,2017-2018,19600529-0021,260.0,I-1312,271.0
1104,4.0,2017-2018,19790618-0048,140.0,I-1312,160.0
1104,4.0,2017-2018,19931118-0062,120.0,I-1312,120.0
1182,2.0,2017-2018,19610620-0006,240.0,I-1313,229.0
1182,2.0,2017-2018,19790618-0048,120.0,I-1313,108.0
1182,2.0,2017-2018,19900201-0074,100.0,I-1313,91.0
1154,2.0,2017-2018,19640220-0029,280.0,I-1314,291.0
1154,2.0,2017-2018,19780602-0035,140.0,I-1314,152.0
1154,2.0,2017-2018,19910101-0133,100.0,I-1314,92.0
1140,4.0,2017-2018,19690917-0022,260.0,I-1315,251.0
1140,4.0,2017-2018,19780602-0035,120.0,I-1315,136.0
1105,2.0,2017-2018,19560612-0010,240.0,I-1316,250.0
1105,2.0,2017-2018,19750220-0037,120.0,I-1316,117.0
1105,2.0,2017-2018,19901108-0087,140.0,I-1316,129.0
1060,3.0,2017-2018,19560705-0025,240.0,I-1317,233.0
1060,3.0,2017-2018,19760108-0050,140.0,I-1317,121.0
1060,3.0,2017-2018,19920217-0098,100.0,I-1317,92.0
1003,4.0,2017-2018,19610623-0005,260.0,I-1318,266.0
1003,4.0,2017-2018,19790708-0041,100.0,I-1318,113.0
1003,4.0,2017-2018,19900124-0064,100.0,I-1318,89.0
1139,4.0,2018-2019,19611219-0014,280.0,I-1319,292.0
1139,4.0,2018-2019,19770224-0058,100.0,I-1319,87.0
1277,2.0,2018-2019,19610918-0027,260.0,I-1320,242.0
1277,2.0,2018-2019,19771013-0040,100.0,I-1320,93.0
1277,2.0,2018-2019,19900616-0124,120.0,I-1320,129.0
1268,4.0,2018-2019,19570615-0011,280.0,I-1321,291.0
1268,4.0,2018-2019,19761009-0055,120.0,I-1321,109.0
1101,4.0,2018-2019,19601021-0018,260.0,I-1322,257.0
1101,4.0,2018-2019,19771013-0040,120.0,I-1322,139.0
1101,4.0,2018-2019,19930616-0127,120.0,I-1322,126.0
1045,4.0,2018-2019,19620522-0023,280.0,I-1323,291.0
1045,4.0,2018-2019,19750122-0056,120.0,I-1323,110.0
1252,1.0,2018-2019,19620831-0024,240.0,I-1324,229.0
1252,1.0,2018-2019,19750122-0056,120.0,I-1324,124.0
1245,3.0,2018-2019,19630126-0001,280.0,I-1325,261.0
1245,3.0,2018-2019,19770224-0058,100.0,I-1325,98.0
1102,3.0,2018-2019,19601021-0018,260.0,I-1326,254.0
1102,3.0,2018-2019,19750220-0037,140.0,I-1326,143.0
1102,3.0,2018-2019,19910921-0136,120.0,I-1326,106.0
1018,1.0,2018-2019,19600814-0002,240.0,I-1327,227.0
1018,1.0,2018-2019,19771013-0040,120.0,I-1327,124.0
1018,1.0,2018-2019,19930616-0127,140.0,I-1327,152.0
1016,1.0,2018-2019,19610918-0027,260.0,I-1328,257.0
1016,1.0,2018-2019,19790426-0049,140.0,I-1328,142.0
1016,1.0,2018-2019,19930709-0100,120.0,I-1328,125.0
1167,3.0,2019-2020,19620522-0023,260.0,I-1329,268.0
1167,3.0,2019-2020,19771013-0040,100.0,I-1329,108.0
1132,3.0,2019-2020,19640220-0029,240.0,I-1330,221.0
1132,3.0,2019-2020,19750722-0060,100.0,I-1330,102.0
1132,3.0,2019-2020,19930414-0106,120.0,I-1330,114.0
1285,2.0,2019-2020,19560812-0016,280.0,I-1331,265.0
1285,2.0,2019-2020,19770713-0042,120.0,I-1331,104.0
1241,3.0,2019-2020,19620522-0023,260.0,I-1332,280.0
1241,3.0,2019-2020,19781217-0053,120.0,I-1332,126.0
1241,3.0,2019-2020,19910927-0128,140.0,I-1332,139.0
1237,3.0,2019-2020,19610620-0006,240.0,I-1333,232.0
1237,3.0,2019-2020,19750220-0037,120.0,I-1333,137.0
1283,2.0,2019-2020,19640414-0013,240.0,I-1334,235.0
1283,2.0,2019-2020,19780602-0035,100.0,I-1334,107.0
1201,3.0,2019-2020,19690408-0009,240.0,I-1335,252.0
1201,3.0,2019-2020,19750102-0059,100.0,I-1335,104.0
1201,3.0,2019-2020,19901219-0125,120.0,I-1335,128.0
1084,1.0,2019-2020,19690917-0022,240.0,I-1336,228.0
1084,1.0,2019-2020,19761009-0055,140.0,I-1336,154.0
1084,1.0,2019-2020,19931226-0118,120.0,I-1336,114.0
1067,1.0,2019-2020,19561222-0030,260.0,I-1337,255.0
1067,1.0,2019-2020,19770713-0042,100.0,I-1337,88.0
1067,1.0,2019-2020,19910206-0081,120.0,I-1337,108.0
1012,4.0,2019-2020,19690513-0015,240.0,I-1338,224.0
1012,4.0,2019-2020,19781125-0031,140.0,I-1338,159.0
1012,4.0,2019-2020,19900321-0080,140.0,I-1338,133.0
1250,3.0,2020-2021,19570828-0008,280.0,I-1339,278.0
1250,3.0,2020-2021,19781125-0031,140.0,I-1339,135.0
1250,3.0,2020-2021,19901002-0085,100.0,I-1339,100.0
1013,4.0,2020-2021,19630126-0001,260.0,I-1340,242.0
1013,4.0,2020-2021,19771013-0040,100.0,I-1340,108.0
1013,4.0,2020-2021,19901002-0085,100.0,I-1340,90.0
1178,2.0,2020-2021,19660630-0020,260.0,I-1341,275.0
1178,2.0,2020-2021,19790708-0041,120.0,I-1341,110.0
1178,2.0,2020-2021,19930709-0100,140.0,I-1341,158.0
1167,4.0,2020-2021,19690513-0015,260.0,I-1342,253.0
1167,4.0,2020-2021,19781217-0053,120.0,I-1342,128.0
1125,3.0,2020-2021,19610623-0005,260.0,I-1343,246.0
1125,3.0,2020-2021,19780424-0057,140.0,I-1343,147.0
1016,1.0,2020-2021,19610620-0006,280.0,I-1344,274.0
1016,1.0,2020-2021,19790618-0048,100.0,I-1344,104.0
1287,4.0,2020-2021,19580218-0007,280.0,I-1345,283.0
1287,4.0,2020-2021,19760524-0046,140.0,I-1345,121.0
1287,4.0,2020-2021,19910327-0096,100.0,I-1345,84.0
1270,4.0,2020-2021,19610918-0027,240.0,I-1346,233.0
1270,4.0,2020-2021,19781125-0031,100.0,I-1346,92.0
1270,4.0,2020-2021,19931203-0066,100.0,I-1346,105.0
1202,1.0,2020-2021,19611219-0014,280.0,I-1347,298.0
1202,1.0,2020-2021,19750722-0060,120.0,I-1347,134.0
1202,1.0,2020-2021,19900211-0140,100.0,I-1347,86.0
1156,2.0,2020-2021,19680712-0028,240.0,I-1348,234.0
1156,2.0,2020-2021,19790717-0045,120.0,I-1348,102.0
1156,2.0,2020-2021,19920217-0098,120.0,I-1348,123.0
1103,4.0,2020-2021,19690408-0009,240.0,I-1349,227.0
1103,4.0,2020-2021,19761024-0034,100.0,I-1349,118.0
1103,4.0,2020-2021,19920602-0073,120.0,I-1349,109.0
1008,3.0,2020-2021,19640414-0013,260.0,I-1350,240.0
1008,3.0,2020-2021,19780424-0057,120.0,I-1350,139.0
1274,1.0,2021-2022,19570828-0008,280.0,I-1351,282.0
1274,1.0,2021-2022,19780317-0052,120.0,I-1351,117.0
1014,3.0,2021-2022,19660630-0020,240.0,I-1352,242.0
1014,3.0,2021-2022,19770224-0058,100.0,I-1352,90.0
1014,3.0,2021-2022,19910327-0096,140.0,I-1352,124.0
1267,1.0,2021-2022,19580515-0017,240.0,I-1353,254.0
1267,1.0,2021-2022,19781130-0054,100.0,I-1353,100.0
1267,1.0,2021-2022,19910327-0096,140.0,I-1353,123.0
1255,3.0,2021-2022,19611219-0014,260.0,I-1354,247.0
1255,3.0,2021-2022,19761009-0055,100.0,I-1354,84.0
1255,3.0,2021-2022,19931203-0066,140.0,I-1354,144.0
1159,3.0,2021-2022,19601021-0018,240.0,I-1355,255.0
1159,3.0,2021-2022,19750705-0033,100.0,I-1355,111.0
1164,2.0,2021-2022,19580515-0017,280.0,I-1356,279.0
1164,2.0,2021-2022,19761024-0034,120.0,I-1356,113.0
1140,1.0,2021-2022,19610620-0006,240.0,I-1357,235.0
1140,1.0,2021-2022,19760524-0046,140.0,I-1357,153.0
1116,2.0,2021-2022,19610623-0005,240.0,I-1358,240.0
1116,2.0,2021-2022,19790708-0041,140.0,I-1358,133.0
1116,2.0,2021-2022,19911116-0069,100.0,I-1358,110.0
1037,3.0,2021-2022,19560812-0016,280.0,I-1359,260.0
1037,3.0,2021-2022,19750220-0037,120.0,I-1359,116.0
1262,2.0,2022-2023,19600529-0021,260.0,I-1360,248.0
1262,2.0,2022-2023,19781217-0053,100.0,I-1360,100.0
1201,2.0,2022-2023,19600814-0002,280.0,I-1361,285.0
1201,2.0,2022-2023,19790702-0038,100.0,I-1361,86.0
1233,4.0,2022-2023,19650303-0019,260.0,I-1362,252.0
1233,4.0,2022-2023,19761020-0044,100.0,I-1362,99.0
1233,4.0,2022-2023,19921201-0094,100.0,I-1362,80.0
1190,4.0,2022-2023,19610918-0027,240.0,I-1363,228.0
1190,4.0,2022-2023,19750331-0036,100.0,I-1363,114.0
1190,4.0,2022-2023,19910403-0103,140.0,I-1363,121.0
1160,2.0,2022-2023,19690917-0022,280.0,I-1364,299.0
1160,2.0,2022-2023,19750512-0043,100.0,I-1364,96.0
1078,3.0,2022-2023,19620831-0024,280.0,I-1365,280.0
1078,3.0,2022-2023,19750220-0037,140.0,I-1365,135.0
1238,4.0,2022-2023,19600814-0002,260.0,I-1366,275.0
1238,4.0,2022-2023,19751018-0039,100.0,I-1366,90.0
1203,1.0,2022-2023,19610918-0027,240.0,I-1367,228.0
1203,1.0,2022-2023,19790717-0045,120.0,I-1367,125.0
1203,1.0,2022-2023,19900119-0104,100.0,I-1367,118.0
1073,1.0,2022-2023,19690513-0015,240.0,I-1368,230.0
1073,1.0,2022-2023,19750722-0060,100.0,I-1368,114.0
1073,1.0,2022-2023,19901108-0087,140.0,I-1368,139.0
1059,4.0,2022-2023,19640414-0013,260.0,I-1369,246.0
1059,4.0,2022-2023,19750122-0056,100.0,I-1369,112.0
1054,1.0,2022-2023,19690917-0022,240.0,I-1370,253.0
1054,1.0,2022-2023,19771013-0040,140.0,I-1370,121.0
1054,1.0,2022-2023,19900818-0116,120.0,I-1370,114.0
1012,3.0,2022-2023,19570615-0011,240.0,I-1371,227.0
1012,3.0,2022-2023,19750705-0033,100.0,I-1371,87.0
1012,3.0,2022-2023,19921201-0094,140.0,I-1371,136.0
1041,3.0,2023-2024,19650303-0019,240.0,I-1372,223.0
1041,3.0,2023-2024,19750705-0033,100.0,I-1372,100.0
1041,3.0,2023-2024,19900902-0114,100.0,I-1372,111.0
1022,1.0,2023-2024,19590129-0004,260.0,I-1373,248.0
1022,1.0,2023-2024,19750102-0059,140.0,I-1373,132.0
1247,1.0,2023-2024,19560612-0010,260.0,I-1374,279.0
1247,1.0,2023-2024,19750722-0060,100.0,I-1374,118.0
1202,2.0,2023-2024,19660630-0020,260.0,I-1375,257.0
1202,2.0,2023-2024,19770224-0058,140.0,I-1375,152.0
1202,2.0,2023-2024,19921218-0101,100.0,I-1375,95.0
1299,2.0,2023-2024,19561222-0030,280.0,I-1376,276.0
1299,2.0,2023-2024,19750705-0033,100.0,I-1376,101.0
1277,4.0,2023-2024,19600905-0003,240.0,I-1377,259.0
1277,4.0,2023-2024,19761020-0044,140.0,I-1377,126.0
1277,4.0,2023-2024,19910514-0068,120.0,I-1377,128.0
1236,1.0,2023-2024,19590129-0004,280.0,I-1378,298.0
1236,1.0,2023-2024,19780424-0057,120.0,I-1378,139.0
1236,1.0,2023-2024,19900124-0064,120.0,I-1378,137.0
1209,2.0,2023-2024,19620424-0026,280.0,I-1379,262.0
1209,2.0,2023-2024,19750906-0032,140.0,I-1379,135.0
1138,1.0,2023-2024,19660630-0020,280.0,I-1380,274.0
1138,1.0,2023-2024,19790708-0041,120.0,I-1380,103.0
1025,1.0,2023-2024,19570828-0008,260.0,I-1381,279.0
1025,1.0,2023-2024,19780424-0057,100.0,I-1381,107.0
1025,1.0,2023-2024,19910514-0068,100.0,I-1381,103.0
1236,2.0,2013-2014,19690917-0022,280.0,I-1382,291.0
1236,2.0,2013-2014,19780424-0057,140.0,I-1382,156.0
1236,2.0,2013-2014,19900616-0124,120.0,I-1382,104.0
1288,2.0,2013-2014,19650303-0019,280.0,I-1383,281.0
1288,2.0,2013-2014,19770224-0058,140.0,I-1383,152.0
1280,2.0,2013-2014,19580218-0007,280.0,I-1384,277.0
1280,2.0,2013-2014,19780602-0035,120.0,I-1384,118.0
1087,3.0,2013-2014,19560705-0025,240.0,I-1385,248.0
1087,3.0,2013-2014,19750705-0033,120.0,I-1385,113.0
1087,3.0,2013-2014,19900723-0126,100.0,I-1385,98.0
1249,2.0,2013-2014,19560705-0025,240.0,I-1386,239.0
1249,2.0,2013-2014,19780424-0057,140.0,I-1386,136.0
1238,2.0,2013-2014,19660630-0020,260.0,I-1387,280.0
1238,2.0,2013-2014,19790717-0045,140.0,I-1387,149.0
1081,2.0,2013-2014,19640220-0029,260.0,I-1388,272.0
1081,2.0,2013-2014,19780602-0035,120.0,I-1388,102.0
1081,2.0,2013-2014,19900701-0113,120.0,I-1388,131.0
1057,4.0,2013-2014,19620522-0023,260.0,I-1389,252.0
1057,4.0,2013-2014,19780815-0047,120.0,I-1389,116.0
1006,4.0,2013-2014,19611219-0014,240.0,I-1390,257.0
1006,4.0,2013-2014,19750122-0056,140.0,I-1390,142.0
1006,4.0,2013-2014,19931212-0079,120.0,I-1390,124.0
1287,4.0,2014-2015,19570828-0008,260.0,I-1391,277.0
1287,4.0,2014-2015,19790426-0049,100.0,I-1391,94.0
1125,2.0,2014-2015,19570828-0008,260.0,I-1392,251.0
1125,2.0,2014-2015,19770713-0042,140.0,I-1392,154.0
1125,2.0,2014-2015,19900520-0063,140.0,I-1392,143.0
1257,3.0,2014-2015,19570615-0011,240.0,I-1393,227.0
1257,3.0,2014-2015,19781217-0053,120.0,I-1393,132.0
1257,3.0,2014-2015,19931212-0079,100.0,I-1393,109.0
1230,1.0,2014-2015,19590129-0004,260.0,I-1394,241.0
1230,1.0,2014-2015,19790618-0048,100.0,I-1394,107.0
1230,1.0,2014-2015,19910327-0096,140.0,I-1394,147.0
1086,2.0,2014-2015,19690513-0015,240.0,I-1395,242.0
1086,2.0,2014-2015,19750722-0060,140.0,I-1395,152.0
1086,2.0,2014-2015,19901011-0119,140.0,I-1395,155.0
1049,3.0,2014-2015,19640414-0013,240.0,I-1396,252.0
1049,3.0,2014-2015,19750122-0056,100.0,I-1396,91.0
1196,4.0,2014-2015,19650303-0019,280.0,I-1397,265.0
1196,4.0,2014-2015,19750417-0051,120.0,I-1397,128.0
1136,1.0,2014-2015,19680712-0028,260.0,I-1398,245.0
1136,1.0,2014-2015,19750722-0060,100.0,I-1398,117.0
1092,4.0,2014-2015,19610623-0005,240.0,I-1399,223.0
1092,4.0,2014-2015,19760524-0046,100.0,I-1399,89.0
1027,3.0,2014-2015,19630126-0001,240.0,I-1400,233.0
1027,3.0,2014-2015,19780602-0035,100.0,I-1400,114.0
1187,2.0,2015-2016,19561222-0030,280.0,I-1401,260.0
1187,2.0,2015-2016,19780317-0052,140.0,I-1401,130.0
1061,3.0,2015-2016,19570828-0008,260.0,I-1402,263.0
1061,3.0,2015-2016,19760108-0050,100.0,I-1402,112.0
1283,4.0,2015-2016,19680712-0028,260.0,I-1403,279.0
1283,4.0,2015-2016,19750331-0036,100.0,I-1403,92.0
1158,3.0,2015-2016,19610620-0006,260.0,I-1404,270.0
1158,3.0,2015-2016,19780815-0047,120.0,I-1404,130.0
1118,4.0,2015-2016,19640414-0013,240.0,I-1405,259.0
1118,4.0,2015-2016,19790618-0048,140.0,I-1405,139.0
1021,3.0,2015-2016,19560812-0016,240.0,I-1406,257.0
1021,3.0,2015-2016,19750705-0033,140.0,I-1406,129.0
1285,1.0,2015-2016,19611219-0014,260.0,I-1407,257.0
1285,1.0,2015-2016,19781130-0054,100.0,I-1407,120.0
1285,1.0,2015-2016,19931226-0118,100.0,I-1407,97.0
1145,1.0,2015-2016,19620424-0026,240.0,I-1408,260.0
1145,1.0,2015-2016,19760108-0050,120.0,I-1408,129.0
1091,3.0,2015-2016,19620424-0026,260.0,I-1409,254.0
1091,3.0,2015-2016,19750906-0032,140.0,I-1409,153.0
1060,2.0,2015-2016,19610620-0006,260.0,I-1410,241.0
1060,2.0,2015-2016,19761009-0055,140.0,I-1410,132.0
1049,4.0,2015-2016,19561222-0030,280.0,I-1411,266.0
1049,4.0,2015-2016,19770713-0042,120.0,I-1411,116.0
1143,1.0,2016-2017,19640220-0029,280.0,I-1412,266.0
1143,1.0,2016-2017,19771013-0040,120.0,I-1412,134.0
1143,1.0,2016-2017,19901219-0125,140.0,I-1412,124.0
1050,4.0,2016-2017,19610620-0006,240.0,I-1413,222.0
1050,4.0,2016-2017,19750512-0043,100.0,I-1413,99.0
1290,2.0,2016-2017,19570615-0011,240.0,I-1414,225.0
1290,2.0,2016-2017,19750122-0056,120.0,I-1414,102.0
1055,4.0,2016-2017,19690513-0015,240.0,I-1415,255.0
1055,4.0,2016-2017,19790618-0048,100.0,I-1415,110.0
1055,4.0,2016-2017,19900317-0083,100.0,I-1415,106.0
1036,3.0,2016-2017,19600905-0003,240.0,I-1416,242.0
1036,3.0,2016-2017,19751018-0039,120.0,I-1416,118.0
1036,3.0,2016-2017,19920917-0109,120.0,I-1416,103.0
1237,3.0,2016-2017,19570828-0008,240.0,I-1417,248.0
1237,3.0,2016-2017,19750417-0051,120.0,I-1417,118.0
1237,3.0,2016-2017,19901219-0125,100.0,I-1417,118.0
1160,2.0,2016-2017,19600814-0002,240.0,I-1418,247.0
1160,2.0,2016-2017,19750331-0036,120.0,I-1418,107.0
1160,2.0,2016-2017,19931226-0118,140.0,I-1418,141.0
1150,2.0,2016-2017,19620831-0024,280.0,I-1419,298.0
1150,2.0,2016-2017,19760108-0050,100.0,I-1419,101.0
1150,2.0,2016-2017,19930326-0132,100.0,I-1419,80.0
1147,3.0,2016-2017,19611219-0014,280.0,I-1420,284.0
1147,3.0,2016-2017,19781125-0031,120.0,I-1420,130.0
1112,4.0,2016-2017,19680712-0028,240.0,I-1421,221.0
1112,4.0,2016-2017,19770224-0058,100.0,I-1421,80.0
1112,4.0,2016-2017,19921218-0101,100.0,I-1421,114.0
1006,1.0,2016-2017,19570615-0011,280.0,I-1422,283.0
1006,1.0,2016-2017,19750906-0032,100.0,I-1422,82.0
1227,3.0,2017-2018,19601021-0018,260.0,I-1423,252.0
1227,3.0,2017-2018,19761024-0034,100.0,I-1423,82.0
1224,3.0,2017-2018,19590129-0004,280.0,I-1424,300.0
1224,3.0,2017-2018,19790702-0038,140.0,I-1424,133.0
1224,3.0,2017-2018,19910822-0122,120.0,I-1424,121.0
1136,1.0,2017-2018,19570615-0011,260.0,I-1425,254.0
1136,1.0,2017-2018,19750705-0033,140.0,I-1425,146.0
1131,1.0,2017-2018,19600905-0003,260.0,I-1426,259.0
1131,1.0,2017-2018,19761009-0055,120.0,I-1426,133.0
1131,1.0,2017-2018,19900317-0083,120.0,I-1426,103.0
1297,1.0,2017-2018,19620424-0026,240.0,I-1427,256.0
1297,1.0,2017-2018,19751018-0039,140.0,I-1427,147.0
1282,3.0,2017-2018,19600814-0002,280.0,I-1428,285.0
1282,3.0,2017-2018,19761020-0044,100.0,I-1428,111.0
1282,3.0,2017-2018,19921208-0097,100.0,I-1428,104.0
1090,2.0,2017-2018,19570828-0008,260.0,I-1429,261.0
1090,2.0,2017-2018,19750122-0056,120.0,I-1429,134.0
1090,2.0,2017-2018,19900430-0112,100.0,I-1429,90.0
1035,3.0,2017-2018,19600905-0003,260.0,I-1430,245.0
1035,3.0,2017-2018,19770713-0042,120.0,I-1430,111.0
1016,1.0,2017-2018,19620831-0024,260.0,I-1431,266.0
1016,1.0,2017-2018,19760524-0046,140.0,I-1431,157.0
1226,2.0,2018-2019,19560812-0016,280.0,I-1432,293.0
1226,2.0,2018-2019,19750220-0037,100.0,I-1432,90.0
1226,2.0,2018-2019,19921201-0094,140.0,I-1432,150.0
1024,1.0,2018-2019,19640220-0029,240.0,I-1433,254.0
1024,1.0,2018-2019,19761024-0034,120.0,I-1433,107.0
1225,1.0,2018-2019,19610623-0005,280.0,I-1434,270.0
1225,1.0,2018-2019,19750122-0056,100.0,I-1434,86.0
1145,2.0,2018-2019,19601021-0018,280.0,I-1435,266.0
1145,2.0,2018-2019,19761024-0034,120.0,I-1435,121.0
1268,2.0,2018-2019,19690513-0015,280.0,I-1436,287.0
1268,2.0,2018-2019,19790426-0049,120.0,I-1436,106.0
1268,2.0,2018-2019,19921208-0097,140.0,I-1436,123.0
1098,3.0,2018-2019,19650303-0019,280.0,I-1437,281.0
1098,3.0,2018-2019,19790426-0049,100.0,I-1437,108.0
1098,3.0,2018-2019,19911116-0069,100.0,I-1437,104.0
1034,1.0,2018-2019,19600905-0003,260.0,I-1438,259.0
1034,1.0,2018-2019,19781130-0054,140.0,I-1438,157.0
1034,1.0,2018-2019,19910820-0078,100.0,I-1438,93.0
1005,4.0,2018-2019,19600814-0002,280.0,I-1439,261.0
1005,4.0,2018-2019,19750722-0060,120.0,I-1439,128.0
1069,3.0,2019-2020,19690917-0022,240.0,I-1440,257.0
1069,3.0,2019-2020,19750705-0033,140.0,I-1440,129.0
1069,3.0,2019-2020,19920828-0070,120.0,I-1440,134.0
1038,2.0,2019-2020,19600814-0002,260.0,I-1441,254.0
1038,2.0,2019-2020,19750122-0056,120.0,I-1441,110.0
1038,2.0,2019-2020,19930508-0061,100.0,I-1441,94.0
1264,1.0,2019-2020,19600814-0002,260.0,I-1442,252.0
1264,1.0,2019-2020,19750102-0059,140.0,I-1442,159.0
1048,3.0,2019-2020,19610623-0005,240.0,I-1443,237.0
1048,3.0,2019-2020,19751018-0039,120.0,I-1443,110.0
1048,3.0,2019-2020,19930919-0137,100.0,I-1443,104.0
1044,2.0,2019-2020,19570828-0008,280.0,I-1444,263.0
1044,2.0,2019-2020,19780815-0047,100.0,I-1444,92.0
1044,2.0,2019-2020,19920917-0109,140.0,I-1444,126.0
1009,1.0,2019-2020,19570828-0008,240.0,I-1445,243.0
1009,1.0,2019-2020,19750417-0051,120.0,I-1445,133.0
1009,1.0,2019-2020,19910101-0133,140.0,I-1445,130.0
1274,2.0,2019-2020,19680712-0028,280.0,I-1446,284.0
1274,2.0,2019-2020,19780424-0057,120.0,I-1446,125.0
1250,1.0,2019-2020,19570615-0011,280.0,I-1447,274.0
1250,1.0,2019-2020,19781217-0053,100.0,I-1447,99.0
1101,1.0,2019-2020,19620831-0024,280.0,I-1448,270.0
1101,1.0,2019-2020,19750122-0056,100.0,I-1448,104.0
1094,1.0,2019-2020,19640414-0013,280.0,I-1449,260.0
1094,1.0,2019-2020,19780602-0035,100.0,I-1449,99.0
1064,4.0,2019-2020,19650303-0019,260.0,I-1450,257.0
1064,4.0,2019-2020,19751018-0039,140.0,I-1450,123.0
1033,4.0,2019-2020,19560612-0010,240.0,I-1451,220.0
1033,4.0,2019-2020,19781130-0054,120.0,I-1451,101.0
1033,4.0,2019-2020,19900119-0104,120.0,I-1451,100.0
1261,1.0,2020-2021,19561222-0030,240.0,I-1452,238.0
1261,1.0,2020-2021,19780317-0052,120.0,I-1452,125.0
1236,3.0,2020-2021,19560812-0016,260.0,I-1453,261.0
1236,3.0,2020-2021,19761024-0034,120.0,I-1453,126.0
1295,2.0,2020-2021,19610620-0006,260.0,I-1454,273.0
1295,2.0,2020-2021,19781217-0053,140.0,I-1454,147.0
1269,4.0,2020-2021,19611219-0014,280.0,I-1455,300.0
1269,4.0,2020-2021,19790702-0038,120.0,I-1455,112.0
1269,4.0,2020-2021,19920122-0065,100.0,I-1455,99.0
1015,4.0,2020-2021,19680712-0028,280.0,I-1456,283.0
1015,4.0,2020-2021,19761009-0055,120.0,I-1456,115.0
1226,1.0,2020-2021,19650303-0019,280.0,I-1457,273.0
1226,1.0,2020-2021,19750331-0036,100.0,I-1457,112.0
1226,1.0,2020-2021,19900201-0074,120.0,I-1457,100.0
1124,1.0,2020-2021,19620522-0023,280.0,I-1458,297.0
1124,1.0,2020-2021,19771013-0040,120.0,I-1458,128.0
1116,3.0,2020-2021,19570615-0011,240.0,I-1459,250.0
1116,3.0,2020-2021,19750331-0036,140.0,I-1459,156.0
1116,3.0,2020-2021,19900619-0076,100.0,I-1459,104.0
1099,1.0,2020-2021,19620522-0023,260.0,I-1460,269.0
1099,1.0,2020-2021,19781130-0054,120.0,I-1460,128.0
1043,2.0,2020-2021,19690513-0015,260.0,I-1461,240.0
1043,2.0,2020-2021,19751018-0039,140.0,I-1461,137.0
1035,1.0,2020-2021,19620522-0023,240.0,I-1462,247.0
1035,1.0,2020-2021,19750331-0036,140.0,I-1462,134.0
1035,1.0,2020-2021,19930414-0106,120.0,I-1462,116.0
1069,4.0,2021-2022,19690513-0015,260.0,I-1463,255.0
1069,4.0,2021-2022,19750220-0037,140.0,I-1463,122.0
1069,4.0,2021-2022,19920206-0072,140.0,I-1463,135.0
1269,1.0,2021-2022,19600529-0021,240.0,I-1464,257.0
1269,1.0,2021-2022,19750220-0037,120.0,I-1464,110.0
1269,1.0,2021-2022,19930709-0100,140.0,I-1464,139.0
1222,1.0,2021-2022,19611219-0014,240.0,I-1465,244.0
1222,1.0,2021-2022,19780602-0035,120.0,I-1465,117.0
1274,4.0,2021-2022,19611219-0014,260.0,I-1466,265.0
1274,4.0,2021-2022,19790426-0049,100.0,I-1466,101.0
1235,1.0,2021-2022,19560705-0025,240.0,I-1467,238.0
1235,1.0,2021-2022,19761020-0044,120.0,I-1467,136.0
1235,1.0,2021-2022,19930512-0117,120.0,I-1467,103.0
1203,3.0,2021-2022,19560612-0010,240.0,I-1468,249.0
1203,3.0,2021-2022,19750220-0037,100.0,I-1468,95.0
1078,1.0,2021-2022,19620424-0026,260.0,I-1469,266.0
1078,1.0,2021-2022,19760108-0050,120.0,I-1469,110.0
1078,1.0,2021-2022,19900616-0124,140.0,I-1469,123.0
1032,4.0,2021-2022,19600529-0021,240.0,I-1470,243.0
1032,4.0,2021-2022,19750906-0032,100.0,I-1470,96.0
1032,4.0,2021-2022,19900119-0104,140.0,I-1470,134.0
